title,description
DevOps Engineer,"Familiarity in software development practices.
 Octopus Deploy administration to manage software deployments.
 Facilitate the software release process, including…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Familiarity with software packaging, release, dependency management, and versioning systems.
 You should enjoy using technology to automate solutions and…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Our DevOps engineers come from a variety of backgrounds including systems engineering, software engineering, and system administration."
DevOps Engineer,"Design and develop deployment automation and validation tools across the entire software stack.
 A minimum of 3 + years working in DevOps plus a minimum of 3+…"
DevOps Engineer,"Familiar with software security best practices.
 Identifying technical problems and developing software updates.
 2+ Years in DevOps Leadership role."
DevOps Engineer,"Brave browser and Basic Attention Token (BAT) have been created by our CEO Brendan Eich (creator of JavaScript, co-founder of Mozilla) to provide a better web…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,Internal software systems and self-service tools to enable the creation of secure and compliant AWS resources.
DevOps Engineer,MPS needs DevOps engineers who can help us maintain the cloud-based software applications and environment that comprises our highly-available and secure…
DevOps Engineer,"You will be responsible for driving projects to ensure that applications on the EPL are standardized, stable, and efficient in an effort to streamline and…"
DevOps Engineer,"YAML Experience is a MUST!
 Further consideration if you have YAML experience..
 Must have working experience with building YAML pipelines in Azure DevOps.."
DevOps Engineer,"A person able to demonstrate a keen attention to detail, problem-solving abilities, and solid knowledge base are essential.
 MS SQL and Azure Cosmos DB."
DevOps Engineer,"The DevOps Engineer will be responsible for executing the tools and processes to enable DevOps.
 Candidate should be able to bridge the gap between Development…"
DevOps Engineer,"Acts as a liaison between the software development team and the Infrastructure team.
 Work alongside the Systems and DBA engineers to support deployments of our…"
DevOps Engineer,"Parsons’ diversely skilled teams architect, develop and provide deployment support for on-premise and cloud-based Network Security Monitoring (NSM) solutions."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"2+ years of professional software development experience.
 Collaborate with machine learning engineers to design and implement new cloud-native production…"
DevOps Engineer,"Familiar with software security best practices.
 To be successful, you will need to communicate with the developers and management and use the proper tools at…"
DevOps Engineer,"The DevOps Engineer will be responsible for executing the tools and processes to enable DevOps.
 Candidate should be able to bridge the gap between Development…"
DevOps Engineer,"Mentor and coach other engineers in this role.
 Support the delivery of production capable embedded software for GM vehicles.
 Apply SAFe agile SDLC principles."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Develop reporting toolsets and reports providing meaningful data to relevant interested parties, management &amp; senior DevOps engineers."
DevOps Engineer,"Bachelor’s degree in computer science, software engineering, or related field or equivalent experience.
 Its SaaS products are used by thousands of organizations…"
DevOps Engineer,"Innovative B2B marketplace platform, experienced team, serial entrepreneur founder, well-funded, already profitable.
 Knowledge of C#, .net core, and Angular."
DevOps Engineer,"Design, develop and implement software integration solutions for cross-platform desktop applications as well as small to medium scale web applications."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"7-10 years plus of software development, systems administration, IT operations, and/or network administration experience.
 Temporarily due to COVID-19."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Support administration of the devops pipeline to include Jenkins agents and Auto Scaling Group.
 Support administration of OpenVPN and LDAP services for access…"
DevOps Engineer,"Assist engineers with onboarding tasks.
 Recommend and perform software upgrades to optimize operational efficiency.
 Participate in on-call rotation."
DevOps Engineer,"Responsible for the administration of tools and processes to build, test, deploy, and monitor software.
 Collaborate with other engineers to continue finding new…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"Offer technical support where needed, developing software for our back-end systems.
 More than two years of experience in a DevOps Engineer role (or similar role…"
DevOps Engineer,"At least two years of professional software engineering experience.
 Experience working with IT departments of large financial institutions and deploying…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"The Senior DevOps Engineer will contribute to a cross-functional team that takes a system-wide, holistic view of Kajabi's global SaaS products to create and…"
DevOps Engineer,"Extensive knowledge of software build, test and deploy processes using Git, Docker/containers.
 The software accurately forecasts demand, computes precise labor…"
DevOps Engineer,"***Looking for in-depth Python + Pulumi including related Cloud Technologies****.
 ***Looking for in-depth Python + Pulumi including related Cloud Technologies**…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"An ideal candidate will work with agile teams in a complex enterprise software development environment.
 Work closely with the customer, network, and software…"
DevOps Engineer,"The DevOps Engineer will be responsible for executing the tools and processes to enable DevOps.
 Candidate should be able to bridge the gap between Development…"
DevOps Engineer,"At Pachyderm, we're building an open-source enterprise-grade data science platform that lets you deploy and manage multi-stage, language-agnostic data pipelines…"
DevOps Engineer,"Familiarity with agile software development methodology and tooling, including continuous integration and continuous delivery (Github Actions)."
DevOps Engineer,"Support administration of the devops pipeline to include Jenkins agents and Auto Scaling Group.
 Support administration of OpenVPN and LDAP services for access…"
DevOps Engineer,"Aware of software development risks, with an appreciation for what is technically feasible.
 RevaComm DevOps Engineers are responsible for designing and…"
DevOps Engineer,"Define and lead service capacity planning and demand forecasting meetings, with a focus on software performance analysis and system tuning."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Define branching strategy for software releases in alignment with software leadership.
 5+ years of relevant engineering experience with 2+ experience in…"
DevOps Engineer,"ThreatConnect, Inc. provides cybersecurity software that reduces complexity for everyone, makes decision making easy by turning intelligence into action, and…"
DevOps Engineer,"The primary responsibility of the DRE team is to ensure smooth deployment of applications, manage fault tolerance across an enterprise cloud business and…"
DevOps Engineer,"Working with individuals spanning engineers, product, data, design, IT, and security.
 Proactively find ways to improve the observability and reliability of our…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Previous experience with software development, infrastructure development, or development and operations.
 From creating and implementing software systems to…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"In addition to working on the DevOps team, you will collaborate with engineers, PMs, and leaders across the organization."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,". Automate software delivery pipelines for various applications and services.
 . Ensure full-stack software solutions are architected and delivered using…"
DevOps Engineer,"Work with and mentor junior engineers.
 Own the performance and reliability of global services operating on the petabyte/month scale."
DevOps Engineer,"Understanding of the Strongdm and Okta (SAML protocol);
 Proven experience in technical leadership;
 Knowledge of scripting languages (Bash, Python);"
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"We're seeking individuals who have experience working within AWS/Azure, have worked specifically on the infrastructure and are familiar with tools like Lambda,…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Our programs have supported millions of Americans with digital scheduling and result delivery and 24-48 hour test result turnaround times, as well as mobile…"
DevOps Engineer,"Innovative B2B marketplace platform, experienced team, serial entrepreneur founder, well-funded, already profitable.
 Knowledge of C#, .net core, and Angular."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"You have a proven track record of implementing a highly secured, scalable applications, and have solid understanding of modern technologies for release…"
DevOps Engineer,"Previous professional software-engineering experience.
 Good communication skills and empathy are highly desired, as this engineer will make decisions with…"
DevOps Engineer,"Locations: NY - New York, United States of America, New York, New York.
 Do you love building and pioneering in the technology space?"
DevOps Engineer,"This role will primarily be involved in setting up and maintaining end to end IT infrastructure, on Cloud as well as On-Premise."
DevOps Engineer,MPS needs DevOps engineers who can help us maintain the cloud-based software applications and environment that comprises our highly-available and secure…
DevOps Engineer,"Substantial experience with version control software.
 You will serve both Toast's customers and Toast's software engineering requirements."
DevOps Engineer,"Experience in software engineering and architecture disciplines.
 Experience with Gitflow workflow in software development environments."
DevOps Engineer,"Experience with software architecture, design, and testing.
 Create prototypes of software tools then present them to leadership for implementation."
DevOps Engineer,"Familiar with agile software development lifecycles.
 O Influence software architecture to simplify / streamline operational management."
DevOps Engineer,"Review, verify, and validate the software code developed in the project.
 We provide medical dental and vision care, disability insurance (short and long term),…"
DevOps Engineer,"This is a permanent full-time position with us in Downtown Los Angeles with a flexible work environment, remote work option, and full benefits."
DevOps Engineer,"Minimum of 3 years of experience with approaches and tooling for automated build, delivery, and release of software."
DevOps Engineer,"Minimum of 5 years prior relevant software development or large systems integration required.
 Create, maintain, and share technical documentation used by…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Experience with task tracking software such as Jira.
 Quick learner, both able and willing to learn new technology and software.
 Exposure to databases and SQL."
DevOps Engineer,"Innovative B2B marketplace platform, experienced team, serial entrepreneur founder, well-funded, already profitable.
 Knowledge of C#, .net core, and Angular."
DevOps Engineer,You are responsible for promoting a partnership between software engineering and operation teams throughout the entire software development lifecycle.
DevOps Engineer,"I am looking to hire a DevOps Engineer who has exp working with, *Hadoop, Linux, Chef/Ansible, Hive/Hadoop/Spark – preferred*."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Over 300 clients – including health insurance plans, third party administrators and financial institutions – leverage Alegeus’ deep expertise and proven…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Further consideration if you have YAML experience..
 Must have working experience with building YAML pipelines in Azure DevOps.*."
DevOps Engineer,"Previous experience with software development, infrastructure development, or development and operations.
 High school degree or equivalent; bachelor’s degree in…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,MPS needs DevOps engineers who can help us maintain the cloud-based software applications and environment that comprises our highly-available and secure…
DevOps Engineer,"A full understanding of software development lifecycle.
 Facilitate new software implementation and provide technical support.
 A full understanding of GIT."
DevOps Engineer,"5 years experience on a software, devops, or infrastructure engineering role.
 The ideal candidate will utilize their expertise in infrastructure orchestration…"
DevOps Engineer,"Working with software developers to plan and deliver reliable and scalable infrastructure and tools.
 Familiarity with tools and environments for development and…"
DevOps Engineer,"Accenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and…"
DevOps Engineer,"In-depth knowledge of DevOps practice methodologies and software delivery from commit to production.
 Evaluates existing and new software products and tools for…"
DevOps Engineer,"Analyze business, technical, functional, performance and infrastructure requirements to design and develop scalable Amazon Web Services (AWS) cloud…"
DevOps Engineer,"Our DevOps engineers work very closely with the application teams on infrastructure and automation needs.
 With our white-label capabilities, our partners reap…"
DevOps Engineer,"Expertise in writing infrastructure as code (IAC) using tools such as terraform, pulumi, cdk, cloud formation, terragrunt."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Innovative B2B marketplace platform, experienced team, serial entrepreneur founder, well-funded, already profitable.
 Knowledge of C#, .net core, and Angular."
DevOps Engineer,You have partnered with our engineering teams to increase reliability and availability of our systems and services.
DevOps Engineer,"Structure and maintain software config management systems.
 As an engineer at FullStack Labs you will help our incredible clients achieve their technical goals…"
DevOps Engineer,"The successful candidate will work collaboratively with engineering teams to improve and automate processes; manage, automate and standardize software releases…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Partner with software engineering teams to analyze options and collaboratively deliver solutions.
 The Forge DevOps Engineering team is responsible for designing…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"The Senior Backend Engineer will manage the APIs and data exchange between the server and the UI front end.
 The primary focus will be development of all server…"
DevOps Engineer,"As a Dev Ops professional, you’ll work in an Agile, collaborative environment to build, deploy, configure, and maintain systems, which may include software…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"5-8 years of experience in software systems, programming, and infrastructure development and administration.
 The ideal candidate will have designed, developed,…"
DevOps Engineer,"Structure and maintain software config management systems.
 As an engineer at FullStack Labs you will help our incredible clients achieve their technical goals…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Further consideration if you have YAML experience..
 Must have working experience with building YAML pipelines in Azure DevOps.*."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Develop tools for analyzing data collected by the consumer facing Leggett software platforms.
 Configure, develop, and maintain Azure and AWS resources utilized…"
DevOps Engineer,"Operating in a fast-moving release cycle.
 Use new technologies and approaches with continuous improvement in mind.
 Integrate with monitoring and alert systems."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,Design and develop scripts which help in automation of infrastructure to run service oriented tasks on multiple cloud environments such as AWS or Azure using…
DevOps Engineer,"Experience of the full software delivery lifecycle and working in complex enterprise environments.
 We enable enterprise organizations to streamline their…"
DevOps Engineer,"The DevOps Engineer will be responsible for executing the tools and processes to enable DevOps.
 Candidate should be able to bridge the gap between Development…"
DevOps Engineer,"Experience in software engineering and architecture disciplines.
 Experience with Gitflow workflow in software development environments."
DevOps Engineer,This position is a remote position and requires a broad range of technical skills working in AWS cloud including installation and configuration of EC2 instances…
DevOps Engineer,"The employee will work with Business Partners, IT Peers and Vendors to identify operational efficiencies and strategic roadmaps in continued refinement of best…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"You have a proven track record of implementing a highly secured, scalable applications, and have solid understanding of modern technologies for release…"
DevOps Engineer,"Demonstrated success as a software developer, DevOps engineer or SRE engineer or application architect working on various platforms.
 1+ year as a DevOps Lead."
DevOps Engineer,"Experience working in an agile/lean software development team.
 Grow an existing continuous integration (CI) platform leveraging tools to help our engineering…"
DevOps Engineer,"Design and implement zero-downtime to accomplish highly available service (99.99%).
 Design and implement disaster recovery (DR) between different region Data…"
DevOps Engineer,HG Insights is looking for a talented Infrastructure Engineer to work with our engineering organization reporting to the VP of Engineering.
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"As a DevOps engineer, you will play a key role in establishing our initial tech stack, and have sway on architectural decisions."
DevOps Engineer,"Within the public and private sectors CodeIntelx specializes in software engineering, cloud migration, systems engineering, and cyber security."
DevOps Engineer,"We are looking for an engineer capable of working closely with the developer team, and capable of designing and setting up the necessary infrastructure and…"
DevOps Engineer,"As a Dev Ops professional, you’ll work in an Agile, collaborative environment to build, deploy, configure, and maintain systems, which may include software…"
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"The DevOps Engineer will be responsible for executing the tools and processes to enable DevOps.
 Candidate should be able to bridge the gap between Development…"
DevOps Engineer,"As a DevOps engineer on our team, you’ll use your development experience to streamline our software development life cycle from requirements to monitoring in…"
DevOps Engineer,"Expertise supporting configuration management, software development, and software testing processes.
 Expertise in developing frameworks for automated testing…"
DevOps Engineer,"The engineer will also provide engineering expertise in support of test activities with a focus on automating test cases.
 Experience with writing test plans."
DevOps Engineer,"Innovative B2B marketplace platform, experienced team, serial entrepreneur founder, well-funded, already profitable.
 Knowledge of C#, .net core, and Angular."
DevOps Engineer,"PetDesk, an industry leader in Veterinary client communication software, has helped over 2,500 veterinary practices streamline business with simple software…"
DevOps Engineer,"Knowledge of the full software development lifecycle and delivery leveraging Agile practices.
 Deep knowledge and understanding of software version control and…"
DevOps Engineer,"Linux or UNIX administration in a software development environment.
 This role will be responsible for providing innovative solutions for scalable infrastructure…"
DevOps Engineer,"Experience in software engineering and architecture disciplines.
 Experience with Gitflow workflow in software development environments.
 Become part of our team."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Azure, Kubernetes, Terraform, CI/CD (Git, Jenkins, Docker)."
DevOps Engineer,Building and releasing infrastructure-as-code (IaC) in a controlled environment with an understanding of full lifecycle configuration management.
DevOps Engineer,"As a member of our Integration team, you will collaborate with the engineering teams to build, test and deploy software in short, fast bursts."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"You know how to pick tools and design architectures that have outsized returns on time invested, and you know where the sharp edges are."
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Further consideration if you have YAML experience..
 Must have working experience with building YAML pipelines in Azure DevOps.*."
DevOps Engineer,"Building new internal tools to streamline service and scale to the customer.
 Manage &amp; help support numerous AWS Services.
 Stipend for remote work setup."
DevOps Engineer,"Maintain existing and future software and infrastructure as code.
 Experience with the full software delivery lifecycle and working in complex enterprise…"
DevOps Engineer,"Developers at Randall-Reilly design, build, and support new features and upgrades to products that provide content and data services."
DevOps Engineer,"Our devOps engineers are responsible for technical design, coding, testing, implementation, and monitoring of the network and application infrastructure."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Previous experience working as a software developer.
 We use the latest in build, test automation, and continuous integration tools to orchestrate deployment…"
DevOps Engineer,"Work with a highly experienced agile team on the latest emerging technologies.
 Build and set up new development tools and infrastructure."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,Developing Continuous Integration(CI) / Continuous Delivery (CD) processes and pipelines to help deliver software of higher quality at greater speed.
DevOps Engineer,"Further consideration if you have YAML experience..
 Must have working experience with building YAML pipelines in Azure DevOps.*."
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,Working with software developers and software engineers to ensure that development follows established processes and works as intended.
DevOps Engineer,MPS needs DevOps engineers who can help us maintain the cloud-based software applications and environment that comprises our highly-available and secure…
DevOps Engineer,"As a member of the team you will architect, implement and troubleshoot AWS and Docker solutions, developing and maintaining infrastructure automation tools."
DevOps Engineer,"Good understanding of software programming, software development, software releases, database management, networking concepts, cybersecurity, and cloud…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Further consideration if you have YAML experience.*.
 *Must have working experience with building YAML pipelines in Azure DevOps.*."
DevOps Engineer,"Experience in software engineering and architecture disciplines.
 Experience with Gitflow workflow in software development environments."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"RgOne™, Redpoint Global’s fully integrated solution, delivers a single point of control for data management, analytics, and marketing execution, so your…"
DevOps Engineer,"Must be legally authorized to work in the United States without the need for employer sponsorship, now or at any time in the future."
DevOps Engineer,"Bachelor’s Degree or equivalent with prior software development experience and past 3-4 years solid DevOps experience building Infrastructure as a code (IaaC),…"
DevOps Engineer,"Experience of software development processes and code management tools and processes.
 Efficient software development teams make the most of their time by…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Innovative B2B marketplace platform, experienced team, serial entrepreneur founder, well-funded, already profitable.
 Knowledge of C#, .net core, and Angular."
DevOps Engineer,"2+ years of experience in software development.
 The DevOps Engineer plays a crucial role in our business, and has a major impact on our customers by improving…"
DevOps Engineer,"Previous experience with software development, infrastructure development, or development and operations.
 From creating and implementing software systems to…"
DevOps Engineer,"Will work independently and in conjunction with a team of engineers.
 Position will require the ability to design solutions to business problems which require an…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Innovative B2B marketplace platform, experienced team, serial entrepreneur founder, well-funded, already profitable.
 Knowledge of C#, .net core, and Angular."
DevOps Engineer,"Solid technical background in a cloud services model relating to infrastructure, networks, storage, and software.
 Participate in an on-call rotation."
DevOps Engineer,"Be a strong creative and strategic thinker.
 Have great communication and collaboration skills.
 Be proficient in best practices, implementation and management of…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"O Possess excellent trouble-shooting skills, and the drive to help internal/external customers.
 O Demonstrate sound analytical and diagnostic skills dealing…"
DevOps Engineer,The ideal candidate will have experience with developing CI/CD software delivery pipelines and a background in systems administration or software development.
DevOps Engineer,"Familiarity with regulated software systems (HIPAA, FDA, etc.).
 Collaborate with product managers, scientists, and other engineers to implement required…"
DevOps Engineer,"Developing software and tooling to facilitate greater automation, support, maintenance, and operability of services."
DevOps Engineer,"This role is responsible to bring their experiences, best practices, and a collaborative attitude to help drive DevOps initiatives."
DevOps Engineer,"Provisioning and deployment of hardware and infrastructure in the cloud.
 Implement security practices such as encryption of data in transit and at rest, secrets…"
DevOps Engineer,"Building new internal tools to streamline service and scale to the customer.
 Manage &amp; help support numerous AWS Services.
 Stipend for remote work setup."
DevOps Engineer,"We're seeking individuals who have experience working within AWS/Azure, have worked specifically on the infrastructure and are familiar with tools like Lambda,…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Knowledge of the genetics and/or genetic testing industry a huge plus and a sense of humor is a must.
 Knowledge of business process re-engineering principles…"
DevOps Engineer,"Experience with software security, secure coding, or software assurance tools and techniques.
 Champion security by injecting it into the existing development…"
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Experience in software engineering and architecture disciplines.
 Experience with Gitflow workflow in software development environments."
DevOps Engineer,"This DevOps Engineer role is a technical leadership position that requires strong Application Development knowledge.
 Administer and maintain DevOps tools."
DevOps Engineer,MPS needs DevOps engineers who can help us maintain the cloud-based software applications and environment that comprises our highly-available and secure…
DevOps Engineer,"Experience of the full software delivery lifecycle and working in complex enterprise environments.
 We enable enterprise organizations to streamline their…"
DevOps Engineer,"Aware of software development risks, with an appreciation for what is technically feasible.
 RevaComm DevOps Engineers are responsible for designing and…"
DevOps Engineer,"The DevOps Engineer will be responsible for executing the tools and processes to enable DevOps.
 Candidate should be able to bridge the gap between Development…"
DevOps Engineer,"Create scripts and templates to build cloud-based and stand-alone development systems for our software engineers.
 Experience with AWS and its APIs."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Monitor software and systems to detect issues before they impact business operations.
 The ideal candidate can work with teammates in troubleshooting problems,…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"At least 3 years work experience writing code and building software.
 In this position you will be responsible for Netsmart’s infrastructure running on Amazon…"
DevOps Engineer,"RgOne™, Redpoint Global’s fully integrated solution, delivers a single point of control for data management, analytics, and marketing execution, so your…"
DevOps Engineer,"Develop software &amp;, tooling to secure and automate cloud infrastructure building software delivery capabilities with fully automatic workflows."
DevOps Engineer,"You have a proven track record of implementing a highly secured, scalable applications, and have solid understanding of modern technologies for release…"
DevOps Engineer,"5 years in software development life cycle and demonstrated experience in software security, methodologies and frameworks.
 A Bachelor’s Degree is required."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Pursue a rigorous, disciplined approach to software development process and automation.
 This individual ensures that system hardware, operating systems,…"
DevOps Engineer,"We are an Automated Observability technology designed to iterate on centralized monitoring solutions by intelligently summarizing machine data (logs, metrics,…"
DevOps Engineer,"4+ years of experience with DevOps tools and software engineering.
 As a valued colleague on our team, you will contribute to team's work in assessing, designing…"
DevOps Engineer,"Experience with 1 or more software build pipelines.
 Facilitate deployment, monitoring, maintenance, and support of all infrastructure and software assets as…"
DevOps Engineer,"Ability to automate routine tasks with software.
 Should be able to analyze existing CI/CP and provide performance improvement and execute those in GOLANG/…"
DevOps Engineer,"Good understanding of providing CI/CD solutions for distributed applications, preferably on cloud.
 Collaborates with Salesforce COE to select/implement nCino…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"3+ years of experience as a DevOps engineer.
 A Senior DevOps Engineer has a deep knowledge and understanding of traditional operations infrastructure and assets…"
DevOps Engineer,"You have a proven track record of implementing a highly secured, scalable applications, and have solid understanding of modern technologies for release…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Building new internal tools to streamline service and scale to the customer.
 Manage &amp; help support numerous AWS Services.
 Stipend for remote work setup."
DevOps Engineer,"Strong foundation in programming, algorithms, and software application design.
 You will work on our deployment, automation, and monitoring systems."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Structure and maintain software config management systems.
 As an engineer at FullStack Labs you will help our incredible clients achieve their technical goals…"
DevOps Engineer,"Collaborate with software engineers to make architectural decisions to enable a scalable, stable and secure infrastructure.
 WHAT WILL MAKE YOU STAND OUT."
DevOps Engineer,"Experience fixing software applications and reading stack traces.
 The SEI helps advance software engineering principles and practices and serves as a national…"
